rpa;tipo_cod;tipo;cod_escola;escola;inep;rua;numero;cod_bairro;bairro;metragem;qtd_alunos;qtd_turmas;qtd_professores;escola_climatizada;data_visita;quadra_coberta;quadra_descoberta;biblioteca;sala_recurso;gestor;longitude;latitude
1;1;ESCOLA MUNICIPAL;189;SANTO AMARO;26134379;NORTE;570;108;SANTO AMARO;258,8;454;25;19;NÂO;;NÃO;NÃO;SIM;SIM;ANGELICA MARIA DE ALBUQUERQUE MACEDO;-34.8778;-8.04657
1;1;ESCOLA MUNICIPAL;093;SEDE DA SABEDORIA;26122014;ARTEMIS;30;108;SANTO AMARO;1188,8;468;23;17;NÂO;19/4/2017;NÃO;NÃO;SIM;SIM;MARIA DE FATIMA SENA DE ALENCAR;-34.87684;-8.04019
1;1;ESCOLA MUNICIPAL;095;SITIO DO CEU;26136269;ANCHIETA;85;108;SANTO AMARO;238,7;178;12;8;SIM;19/4/2017;NÃO;NÃO;NÃO;SIM;VIVIANE CRISTINA DE LIMA FREITAS;-34.88053;-8.04132
1;1;ESCOLA MUNICIPAL;442;SOLDADO JOSE ANTONIO DO NASCIMENTO BOA VISTA;26123304;BENFICA;86;86;BOA VISTA;668;133;6;5;SIM;;SIM;NÃO;SIM;NÃO;MARGARETE MARIA DE BARROS RIBEIRO;-34.90133;-8.06016
1;2;CRECHE MUNICIPAL;504;PROFESSOR FRANCISCO DO AMARAL LOPES;26158701;AGAMENON MAGALHAES;S/N;108;SANTO AMARO;440,8;147;8;8;NÂO;25/4/2017;NÃO;NÃO;NÃO;NÃO;ELIANE RODRIGUES DA SILVA;-34.88857;-8.0451
1;2;CRECHE MUNICIPAL;503;SAO DOMINGOS SAVIO;26149753;DOS CASADOS;164;108;SANTO AMARO;124,8;30;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;PATRICIA DE MORAIS TEIXEIRA;-34.87409;-8.03981
1;2;CRECHE MUNICIPAL;502;VOVO ARTUR;26149818;BEIRA RIO;S/N;60;COELHOS;644,7;153;9;7;NÂO;;NÃO;NÃO;NÃO;NÃO;JOSILENE NASCIMENTO DA CONCEICAO;-34.89116;-8.06907
1;5;CMEI;415;ANA ROSA FALCAO DE CARVALHO;26122022;JOAO LYRA;S/N;108;SANTO AMARO;1878,9;117;7;7;SIM;25/4/2017;SIM;NÃO;SIM;SIM;RITA DE CASSIA CAVALCANTI;-34.88006;-8.0561
1;5;CMEI;426;COELHINHO PENSANTE;26419742;FATIMA TEIXEIRA;S/N;108;SANTO AMARO;330,4;92;7;6;NÂO;;NÃO;NÃO;SIM;NÃO;VIVIANE MENEZES DA SILVA;-34.8783;-8.0427
1;5;CMEI;425;DOUTOR ALBERICO DORNELAS CAMARA;26443716;CAIS DO APOLO;925;19;RECIFE;1398,8;101;6;6;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA CRISTINA TEIXEIRA CAMPELO;-34.8727;-8.05429
1;5;CMEI;501;MAEZINHA DO COQUE;26149931;GUAPIRAMA;S/N;43;ILHA JOANA BEZERRA;671,3;141;7;7;SIM;;NÃO;NÃO;SIM;NÃO;TERESA CRISTINA VASCONCELOS ESTEVES PAREDES;-34.9;-8.07188
1;8;CRECHE ESC.RECIFE;119;CRECHE ESCOLA DEPUTADO ALCIDES TEIXEIRA;26191679;;1193;108;SANTO AMARO;;234;11;7;NÂO;;NÃO;NÃO;SIM;NÃO;ROSANGELA BATISTA DE ALBUQUERQUE;;
1;8;CRECHE ESC.RECIFE;495;DO PILAR;26190818;RUA DO OCIDENTE;S/N;19;RECIFE;;125;6;5;NÂO;;NÃO;NÃO;NÃO;NÃO;ROBERTA KAROLINA VASCONCELOS DE ARAUJO;-34.86983;-8.05689
1;8;CRECHE ESC.RECIFE;035;PORTO DIGITAL DO RECIFE;26190060;;50;19;RECIFE;;67;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;CRISTIANE GONCALVES PEREIRA;-34.8726;-8.06456
1;8;CRECHE ESC.RECIFE;497;SERGIO LORETO;26190575;RUA DO MUNIZ;S/N;35;SAO JOSE;;104;5;4;NÂO;;NÃO;NÃO;SIM;SIM;TACIANA CRISTINA DOS SANTOS;-34.88598;-8.07115
2;1;ESCOLA MUNICIPAL;111;ALDA ROMEU;26128110;CORREGO DO DEODATO;685;337;AGUA FRIA;1182,8;336;14;11;NÂO;;NÃO;NÃO;SIM;SIM;GEORGIA CRISTINA PEREIRA DE MELLO;-34.90094;-8.01364
2;1;ESCOLA MUNICIPAL;187;ALTO DO MARACANA;26136300;VILA FLOR;356;396;DOIS UNIDOS;721,9;434;20;16;NÂO;;NÃO;NÃO;SIM;NÃO;RENATA BARBOSA RODRIGUES DA CUNHA;-34.90904;-8.00255
2;1;ESCOLA MUNICIPAL;321;ALTO DO PASCOAL;26166593;LADEIRA DE PEDRA;1265;337;AGUA FRIA;176,6;524;25;15;NÂO;23/5/2017;NÃO;SIM;SIM;SIM;ROSANA GOMES MARTINS;-34.90213;-8.0147
2;1;ESCOLA MUNICIPAL;237;ALTO SANTA TEREZINHA;26139723;ANIBAL BENEVOLO;SN;370;BEBERIBE;1004,3;616;29;23;SIM;;NÃO;NÃO;SIM;SIM;MARIA JOSE DE MOURA SILVA ALBUQUERQUE;-34.90285;-8.00987
2;1;ESCOLA MUNICIPAL;054;ANA MAURICIA WANDERLEY;26128764;JOAO UZEDA LUNA;813;337;AGUA FRIA;495,1;230;12;7;NÂO;;NÃO;NÃO;NÃO;SIM;DIVANE MARIA CAMPOS LUCENA;-34.8961;-8.01799
2;1;ESCOLA MUNICIPAL;258;ANITA PAES BARRETO;26128926;GERONCIO FALCAO;198;345;FUNDAO;134;115;7;5;NÂO;1/6/2017;NÃO;NÃO;SIM;SIM;SANDRA DE OLIVEIRA ANACLETO SANTOS;-34.88736;-8.01492
2;1;ESCOLA MUNICIPAL;007;ANTONIO HERACLIO DO REGO;26128640;MANOEL SILVA;134;337;AGUA FRIA;4366;462;20;22;SIM;17/4/2017;SIM;NÃO;SIM;SIM;JOSE RONALDO CANDIDO DA SILVA;-34.88915;-8.01853
2;1;ESCOLA MUNICIPAL;086;ANTONIO LUIZ;26128659;SAO JOAO BATISTA;134;337;AGUA FRIA;142,7;92;6;5;SIM;17/4/2017;NÃO;NÃO;SIM;NÃO;PAULA PRIGIDA OLIVEIRA DA COSTA NASCIMENTO;-34.8852;-8.01788
2;1;ESCOLA MUNICIPAL;044;ANTONIO TIBURCIO;26128772;TAMBOARA;356;949;ALTO SANTA TEREZINHA;288,8;152;10;8;NÂO;;NÃO;NÃO;SIM;NÃO;CINTIA DE MELO SILVA;-34.90527;-8.01827
2;1;ESCOLA MUNICIPAL;924;CAMPINA DO BARRETO;26166623;VIRGILIO DE MELO FRANCO;28;353;CAJUEIRO;851,1;319;19;17;NÂO;1/6/2017;NÃO;NÃO;SIM;SIM;WALDIRA MORENO DA SILVA MENEZES;-34.88653;-8.00951
2;1;ESCOLA MUNICIPAL;400;COMPOSITOR CAPIBA;26212200;PROFESSOR OTHON PARAISO;375;272;TORREAO;379,4;147;10;5;SIM;;NÃO;NÃO;NÃO;SIM;MARIA CRISTINA DA SILVA;-34.88391;-8.03756
2;1;ESCOLA MUNICIPAL;061;COMPOSITOR LEVINO FERREIRA;26128780;CORREGO JOSE GRANDE;1441;540;ALTO JOSE BONIFACIO;379;205;12;8;SIM;;NÃO;NÃO;NÃO;NÃO;ANA MARIA SANTOS DUARTE;-34.90959;-8.01425
2;1;ESCOLA MUNICIPAL;999;CRECHE ESCOLA MUNICIPAL JOAO AMAZONAS;26171724;DA BELA VISTA;284;396;DOIS UNIDOS;341,4;121;8;6;NÂO;;NÃO;NÃO;SIM;NÃO;MARIA ANGELICA BATISTA DA SILVA OLIVEIRA;-34.90613;-8.00231
2;1;ESCOLA MUNICIPAL;923;DE AGUA FRIA;26166640;DOS CRAVEIROS;500;310;CAMPINA DO BARRETO;202;117;10;8;NÂO;9/2/2017;NÃO;NÃO;SIM;SIM;DISCIOLA ALVES DO NASCIMENTO;-34.881;-8.01291
2;1;ESCOLA MUNICIPAL;936;DE BEBERIBE;26166607;MELANIO DE BARROS CORREIA;25;370;BEBERIBE;261,1;163;10;10;SIM;;NÃO;NÃO;SIM;SIM;LEDA MARIA DA SILVA ARAUJO;-34.89897;-8.00336
2;1;ESCOLA MUNICIPAL;176;DEUS E AMOR;26128888;LADEIRA DE PEDRA;395;337;AGUA FRIA;189,8;111;6;4;SIM;11/12/2017;NÃO;NÃO;NÃO;NÃO;MARIA SOUTO MAIOR BEZERRA CAVALCANTI DOS GUIMARAES PEIXOTO;-34.89867;-8.0182
2;1;ESCOLA MUNICIPAL;949;ENGENHEIRO EDINALDO MIRANDA DE OLIVEIRA;26166631;INACIO GALVAO DOS SANTOS;304;175;ENCRUZILHADA;189,8;179;12;8;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA PAULA ARAUJO NASCIMENTO;-34.89257;-8.03471
2;1;ESCOLA MUNICIPAL;099;IRMA TEREZINHA BATISTA PROJ NOVO VIVER;26128950;IGUATU;S/N;310;CAMPINA DO BARRETO;;231;12;11;NÂO;16/6/2017;NÃO;NÃO;NÃO;SIM;MARINEIDE LOPES DA SILVA OLIVEIRA;-34.88212;-8.01518
2;1;ESCOLA MUNICIPAL;060;JOSEFINA MARINHO;26126770;CORREGO JOSE GRANDE;1316;523;ALTO JOSE DO PINHO;314,5;179;9;6;NÂO;;NÃO;NÃO;NÃO;NÃO;AYLA MARIA DOS SANTOS;-34.91013;-8.01689
2;1;ESCOLA MUNICIPAL;966;LADJANE BANDEIRA;26170744;SEVERINO CARNEIRO;135;337;AGUA FRIA;208;84;6;4;NÂO;23/5/2017;NÃO;NÃO;NÃO;NÃO;EDINEIDE FLORENTINO DE SOUZA;-34.90262;-8.01421
2;1;ESCOLA MUNICIPAL;055;LUIZ LUA GONZAGA;26128268;AURILANDIA;54;426;BOMBA DO HEMETERIO;518,9;224;13;10;SIM;;NÃO;NÃO;SIM;SIM;NATHALIE ALVES DA SILVA;-34.90247;-8.0194
2;1;ESCOLA MUNICIPAL;042;MANOEL ANTONIO DE FREITAS;26126826;SAO JERONIMO;147;949;ALTO SANTA TEREZINHA;222,5;240;12;9;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA VERONICA DA SILVA RAMOS;-34.90916;-8.01763
2;1;ESCOLA MUNICIPAL;012;MARIO MELO;26122529;OLIVEIRA FONSECA;318;280;CAMPO GRANDE;1697,9;811;33;30;NÂO;5/5/2017;NÃO;SIM;SIM;SIM;ANDREZA KIONE ALVES BEZARRA;-34.87983;-8.02851
2;1;ESCOLA MUNICIPAL;047;MONSENHOR VIANA;26128705;TAGUATINGA;S/N;370;BEBERIBE;5711;309;18;14;NÂO;;NÃO;NÃO;SIM;NÃO;CARLA VIRGINIA DO AMARAL;-34.89806;-8.00452
2;1;ESCOLA MUNICIPAL;006;MONTEIRO LOBATO;26118734;JARDIM BRASILIA;S/N;299;PEIXINHOS;1385;310;14;12;NÂO;;NÃO;NÃO;SIM;SIM;KALINE SUZANY BARROS;-34.87428;-8.01732
2;1;ESCOLA MUNICIPAL;059;NOVA AURORA;26128314;ANTONIO MEIRA;169;337;AGUA FRIA;200,4;112;8;8;NÂO;;NÃO;NÃO;NÃO;NÃO;ESMERALDA DIAS CABRAL;-34.90287;-8.01802
2;1;ESCOLA MUNICIPAL;046;NOVO HORIZONTE;26128322;ANIBAL BENEVOLO;1045;337;AGUA FRIA;909,6;275;16;12;SIM;19/4/2018;NÃO;NÃO;SIM;SIM;TANIA ALVES DE LIMA;-34.8982;-8.0102
2;1;ESCOLA MUNICIPAL;013;OLINDINA MONTEIRO DE OLIVEIRA FRANCA;26128934;BELA VISTA;115;396;DOIS UNIDOS;1236,6;500;20;21;NÂO;;NÃO;SIM;SIM;SIM;DENISE ALBUQUERQUE DE SOUZA;-34.90641;-8.00279
2;1;ESCOLA MUNICIPAL;131;PASTOR PAULO LEIVAS MACALAO;26126427;ALTEROSA;27;388;LINHA DO TIRO;893,4;443;22;16;NÂO;;NÃO;NÃO;NÃO;SIM;MARLEIDE ALVES DE SOUZA SANTOS;-34.90878;-8.01215
2;1;ESCOLA MUNICIPAL;009;PAULO VI;26128390;GUAIRA;200;388;LINHA DO TIRO;2463,7;456;18;18;NÂO;;NÃO;SIM;SIM;NÃO;ANA MARCIA DE SOUSA;-34.90464;-8.0077
2;1;ESCOLA MUNICIPAL;446;POETA JONATAS BRAGA;26122634;SAO CAETANO;545;280;CAMPO GRANDE;668;134;12;13;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA LUCIA PEREIRA BORBA;-34.87831;-8.03695
2;1;ESCOLA MUNICIPAL;957;POETA SOLANO TRINDADE;26177960;MANOEL SILVA;134;337;AGUA FRIA;278,6;362;23;21;SIM;17/4/2017;NÃO;NÃO;SIM;SIM;ANA CAROLINA DE QUEIROZ LINS;-34.88901;-8.01855
2;1;ESCOLA MUNICIPAL;346;PROF JANDIRA BOTELHO PEREIRA DA COSTA;26155818;FARIAS NEVES;SN;280;CAMPO GRANDE;1033,1;714;32;22;NÂO;5/5/2017;NÃO;NÃO;SIM;SIM;GERALDA BARBOSA DE MELO;-34.87781;-8.02404
2;1;ESCOLA MUNICIPAL;332;PROFESSOR RICARDO GAMA;26153599;GUAIRA;160;388;LINHA DO TIRO;1442,6;595;27;18;NÂO;;NÃO;SIM;SIM;SIM;MARIA HELENA SOARES DE FREITAS;-34.90442;-8.0072
2;1;ESCOLA MUNICIPAL;379;PROFESSORA HELIA MARIA PEREIRA;26175355;ALICE GOMES;37;280;CAMPO GRANDE;294,7;126;8;5;NÂO;;NÃO;NÃO;NÃO;NÃO;SANDRA MARIA DE OLIVEIRA E SILVA;-34.88036;-8.03682
2;1;ESCOLA MUNICIPAL;096;SANTA CECILIA;26122600;ALICE GOMES;49;280;CAMPO GRANDE;572;366;18;15;SIM;;NÃO;NÃO;SIM;SIM;TELMA GAMA MOTTA;-34.88048;-8.03683
2;1;ESCOLA MUNICIPAL;056;SAO JOAO BATISTA;26128748;ANIBAL BENEVOLO;1800;388;LINHA DO TIRO;764,3;345;15;12;NÂO;19/4/2018;NÃO;NÃO;SIM;SIM;GEISA CONCEICAO TEIXEIRA MACAMBIRA;-34.90462;-8.01194
2;1;ESCOLA MUNICIPAL;285;SERVICO SOCIAL DE BELEM;26122464;RODOLFO DE HOLANDA;248;175;ENCRUZILHADA;373,6;108;6;3;NÂO;;NÃO;NÃO;NÃO;NÃO;LUCIANA NERES DE ALBUQUERQUE E SILVA;-34.89427;-8.03254
2;2;CRECHE MUNICIPAL;516;AME AS CRIANCAS;26149869;ARLINDO CISNEIROS;23;426;BOMBA DO HEMETERIO;180,6;41;3;3;NÂO;17/4/2017;NÃO;NÃO;NÃO;NÃO;LUCILENE MARIA DE ANDRADE;-34.90839;-8.01908
2;2;CRECHE MUNICIPAL;509;CAJUEIRO;26149761;ALICE TIBIRICA;453;353;CAJUEIRO;107,1;20;2;2;NÂO;9/2/2017;NÃO;NÃO;NÃO;NÃO;TANIA MARIA GONCALVES DE OLIVEIRA;-34.88353;-8.00906
2;2;CRECHE MUNICIPAL;549;TIA EMILIA;26157462;PEDRO BATISTA;S/N;396;DOIS UNIDOS;368,3;89;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;MAUCINEIA CAVALCANTI DA SILVA;-34.9144;-8.00227
2;2;CRECHE MUNICIPAL;510;UNIDOS VENCEREMOS;26149826;CORREGO JOSE GRANDE;126A;949;ALTO SANTA TEREZINHA;264;120;6;6;NÂO;;NÃO;NÃO;NÃO;NÃO;VALERIA MARIA GOMES RIOS;-34.91029;-8.01846
2;2;CRECHE MUNICIPAL;430;VILA IMPERIAL;26181274;PEDRO DE MELO PEDROSA;10;329;ARRUDA;462,1;78;4;4;SIM;17/4/2017;NÃO;NÃO;NÃO;NÃO;NILVANDA RODRIGUES DE CARVALHO;-34.88635;-8.02452
2;2;CRECHE MUNICIPAL;508;WALDEMAR DE SOUZA CABRAL;26149850;ANTONIO MEIRA;73;337;AGUA FRIA;89,4;19;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;ISABELLA KAROL DE OLIVEIRA;-34.9027;-8.01883
2;2;CRECHE MUNICIPAL;507;ZACARIAS DO REGO MACIEL;26149834;ANIBAL BENEVOLO;1536;388;LINHA DO TIRO;738,1;173;9;7;NÂO;;NÃO;SIM;SIM;SIM;ANA LUCIA HILARIO DOS SANTOS;-34.90255;-8.0103
3;1;ESCOLA MUNICIPAL;113;ALTO DA GUABIRABA;26126370;PRESIDENTE COSTA E SILVA;S/N;612;BREJO DA GUABIRABA;808,5;207;10;8;SIM;21/7/2017;SIM;NÃO;SIM;SIM;ANGELA MARIA PEREIRA DE LIMA;-34.93329;-7.99186
3;1;ESCOLA MUNICIPAL;251;ALTO DO REFUGIO IVAN NEVES;26149370;ALTO DO REFUGIO;250;574;BREJO DE BEBERIBE;187,3;132;7;5;SIM;;NÃO;NÃO;NÃO;NÃO;ANA LUCIA NUNES DA SILVA;-34.92523;-7.99992
3;1;ESCOLA MUNICIPAL;115;ALTO JARDIM PROGRESSO;26125854;ALTO JARDIM PROGRESSO;300;566;NOVA DESCOBERTA;528;259;13;10;NÂO;;NÃO;NÃO;NÃO;SIM;JOSEMIR PEDRO DA SILVA;-34.92599;-8.0046
3;1;ESCOLA MUNICIPAL;448;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;26125994;ALTO DO VENANCIO;120;620;CORREGO DO JENIPAPO;668;303;11;12;SIM;2/5/2017;NÃO;NÃO;NÃO;NÃO;FRANCY CARMEM BRASIL E SOUSA;-34.93616;-7.99776
3;1;ESCOLA MUNICIPAL;063;BOA ESPERANCA;26126869;PEDRA BONITA;80;558;VASCO DA GAMA;441,6;293;16;12;NÂO;;NÃO;NÃO;NÃO;NÃO;DANIELA CARLA PIRES PEREIRA;-34.91993;-8.01869
3;1;ESCOLA MUNICIPAL;427;BOLA NA REDE;26491710;DOUTOR ARTHUR ORLANDO DE ANDRADE BEZERRA;100;418;GUABIRABA;413;456;25;21;NÂO;12/6/2017;NÃO;NÃO;NÃO;SIM;MARIA DA CONCEICAO VICENTE DA SILVA;-34.92416;-7.96541
3;1;ESCOLA MUNICIPAL;382;CECILIA MEIRELLES;26175363;MATER LINCH;189;582;MACAXEIRA;282,6;176;14;12;SIM;;NÃO;NÃO;NÃO;NÃO;VIVIANE BELARMINO SILVA DE LIMA;-34.92952;-8.01525
3;1;ESCOLA MUNICIPAL;420;CHICO SCIENCE;26419734;CATIGUA;112;558;VASCO DA GAMA;227,3;111;10;7;NÂO;;NÃO;NÃO;NÃO;NÃO;VERONICA NATALIA DE LIMA;-34.92069;-8.01313
3;1;ESCOLA MUNICIPAL;120;CORREGO DA AREIA;26126680;CORREGO DA AREIA;5449;566;NOVA DESCOBERTA;296,8;178;10;8;NÂO;;NÃO;NÃO;NÃO;NÃO;MONICA HENRIQUE DA SILVA;-34.93198;-8.00309
3;1;ESCOLA MUNICIPAL;058;CORREGO DA BICA;26126362;CORREGO DA BICA;SN;400;PASSARINHO;82;257;15;11;NÂO;;NÃO;NÃO;SIM;NÃO;ANAILSE MOURA DOS SANTOS;-34.92834;-7.98525
3;1;ESCOLA MUNICIPAL;342;CORREGO DO EUCLIDES;26158752;CORREGO DO EUCLIDES;48;531;MORRO DA CONCEICAO;122;289;17;11;NÂO;;NÃO;NÃO;SIM;SIM;ALINE JOSE RODRIGUES DA SILVA;-34.91472;-8.01493
3;1;ESCOLA MUNICIPAL;996;DA GUABIRABA;26171740;CASSITERITA;395;612;BREJO DA GUABIRABA;849,4;526;26;21;NÂO;;NÃO;NÃO;SIM;SIM;RILVA JOSE PEREIRA UCHOA CAVALCANTI;-34.93526;-7.99352
3;1;ESCOLA MUNICIPAL;052;DA MANGABEIRA;26128233;NICEAS ARCOVERDE GUSMAO;S/N;515;MANGABEIRA;499,5;482;21;22;SIM;;SIM;NÃO;SIM;SIM;PATRICIA REIS DELGADO GOMES;-34.90064;-8.02414
3;1;ESCOLA MUNICIPAL;310;DE CASA AMARELA;26166658;CORREGO DA AREIA;287;582;MACAXEIRA;347,8;261;12;9;NÂO;;NÃO;NÃO;SIM;SIM;ANA PAULA PAIVA DE MOURA;-34.9261;-8.00078
3;1;ESCOLA MUNICIPAL;378;DEOCLECIANO OLIVEIRA DE LIMA;26175371;SANHARO;568;582;MACAXEIRA;73;153;8;5;NÂO;;NÃO;NÃO;SIM;NÃO;PATRICIA MARIA DOMINGUES;-34.9258;-8.00073
3;1;ESCOLA MUNICIPAL;255;DEPUTADO FERNANDO SAMPAIO;26132267;ALTO ANTONIO FELIX;105;566;NOVA DESCOBERTA;379,4;156;7;5;NÂO;;NÃO;NÃO;NÃO;NÃO;SANDRA PATRICIA FERREIRA DE SOUZA;-34.92617;-8.01135
3;1;ESCOLA MUNICIPAL;968;DIACONO ABEL GUEIROS;26170647;NORTE MIGUEL ARRAES DE ALENCAR;7696;582;MACAXEIRA;745,4;377;17;14;NÂO;;NÃO;NÃO;NÃO;SIM;SUELI DA SILVA COSTA;-34.93128;-8.01445
3;1;ESCOLA MUNICIPAL;092;DOM HELDER CAMARA;26122570;MARQUES DO PARANA;320;124;ESPINHEIRO;426;321;19;17;NÂO;;NÃO;SIM;SIM;SIM;ISABELLA SACCHELLI;-34.88819;-8.04108
3;1;ESCOLA MUNICIPAL;077;DOM JOSE LAMARTINE SOARES;26126818;ALTO DO EUCALIPTO;S/N;558;VASCO DA GAMA;254,1;282;15;13;NÂO;21/7/2017;NÃO;NÃO;NÃO;NÃO;MONICA DE OLIVEIRA COUTINHO;-34.91954;-8.00828
3;1;ESCOLA MUNICIPAL;057;DOUTOR CAETE;26126389;ALVARANS;222;566;NOVA DESCOBERTA;427,1;310;15;8;NÂO;;NÃO;SIM;SIM;NÃO;ELIZABETH MARIA DA SILVA;-34.92763;-8.00151
3;1;ESCOLA MUNICIPAL;045;DRAOMIRO CHAVES AGUIAR;26120720;SANTA ISABEL;655;434;CASA AMARELA;675,7;429;21;14;NÂO;10/5/2017;NÃO;NÃO;SIM;SIM;SUELI CARLOS DA SILVA SOUZA;-34.92449;-8.02664
3;1;ESCOLA MUNICIPAL;071;HISTORIADOR FLAVIO GUERRA;26145227;ALTO DA TELHA;320;400;PASSARINHO;355,7;139;9;7;SIM;13/2/2017;NÃO;NÃO;NÃO;SIM;FERNANDA HELENA DA CONCEICAO SILVA;-34.92997;-7.98536
3;1;ESCOLA MUNICIPAL;080;JULIO VICENTE ALVES DE ARAUJO;26118955;DA CONCEICAO;468;531;MORRO DA CONCEICAO;400;222;12;9;NÂO;;NÃO;NÃO;NÃO;SIM;ADRIANA ALEXANDRE SILVEIRA DA CUNHA;-34.91489;-8.01913
3;1;ESCOLA MUNICIPAL;062;MARGARIDA DE SIQUEIRA PESSOA;26126281;CORREGO JOSE GRANDE;1307;540;ALTO JOSE BONIFACIO;576,6;285;12;10;NÂO;;NÃO;NÃO;SIM;NÃO;SHEYLA ANGELA VIANA DE MELO MORAES;-34.91041;-8.01792
3;1;ESCOLA MUNICIPAL;333;MARLUCE SANTIAGO DA SILVA;26153556;CONCRIZ;S/N;400;PASSARINHO;633,1;417;22;17;SIM;27/10/2017;NÃO;NÃO;NÃO;SIM;MARIA BETANIA DE OLIVEIRA ALBUQUERQUE SILVA;-34.91774;-7.9805
3;1;ESCOLA MUNICIPAL;079;MAURICIO DE NASSAU;26126672;DOUTOR EURICO CHAVES;677;493;ALTO DO MANDU;305,3;225;10;8;NÂO;10/5/2017;NÃO;NÃO;SIM;NÃO;DORI SANDRA FERREIRA RAMOS;-34.92597;-8.02292
3;1;ESCOLA MUNICIPAL;027;MUNDO ESPERANCA;26125706;ESTRADA DOS PINTOS;900;604;SITIO DOS PINTOS;493;330;14;10;NÂO;18/4/2017;NÃO;NÃO;NÃO;NÃO;IDA FLAVIA FALCAO PINTO;-34.95666;-8.01417
